サムネイルURL,媒体,商材名,ジャンル,再生増加数,累計再生回数,予想消化増加額,累計予想消化額,いいね増加数,累計いいね数,公開日,アカウント名,遷移先,広告URL,広告テキスト,台本
https://cdn.kashika-20mile.com/dpro-analytics/thumbnails/youtube/Nq3JtR5uLuA.jpg,YouTube,エミナルクリニック 医療脱毛,医療脱毛,0,"12,673,879",0,"6,336,940",0,246,2024-05-23,【公式】エミナルクリニック,https://eminal-clinic.jp/lp01/youtube.php,https://www.youtube.com/watch?v=Nq3JtR5uLuA,-,-
https://cdn.kashika-20mile.com/dpro-analytics/youtube/GHYzYYePTsP.webp,YouTube,ゴリラクリニック 美容医療,美容医療,"12,333","12,509,363","11,100","11,258,427",0,60,2024-03-11,ゴリラクリニック,https://gorilla.clinic/,https://www.youtube.com/watch?v=F7Ik5es9Low,-,男性専門の総合美容、ゴリラクリニック 綺麗な肌が自分を積極的にしてくれる 女性専門の総合美容、ゴリラクリニック もう髪のことは気にしない、もっと自由な自分へ 時間を無駄にしない、気持ちに余裕が生まれる もっと男性美容をみんなのものに 自信をくれる自分になる ゴリラクリニックで検索
https://cdn.kashika-20mile.com/dpro-analytics/youtube/YvLt3I2NuKU.webp,YouTube,資生堂 HAKU 薬用 美白美容液 メラノフォーカスIV,美容サプリ,"105,859","12,097,526","26,465","3,024,382",0,0,2025-02-10,"資生堂 Shiseido Co., Ltd.",https://www.shiseido.co.jp/haku/lineup/melanofocusiv/,https://www.youtube.com/watch?v=YvLt3I2NuKU,-,美白ケアの最高峰 新白 誕生 頑固な締めに先回り 白
https://cdn.kashika-20mile.com/dpro-analytics/youtube/DhGlZIm3dyQ.webp,YouTube,ニベア UVディーププロテクト＆ケア,メイク,"25,155","11,975,380","6,289","2,993,845",1,63,2025-03-17,KaoJapan,https://www.nivea.co.jp/highlights/deep-protect-and-care,https://www.youtube.com/watch?v=DhGlZIm3dyQ,-,日押し 日焼けによるシミを防いUV ミルクのミスト ついに出た ミルクの多いミストが日焼けによるシミを防ぐ ミベアUV ミルクのミスト 私は好きなし
https://cdn.kashika-20mile.com/dpro-analytics/youtube/zpz42JLfSEM.webp,YouTube,エミナルクリニックメンズ メンズ医療脱毛,メンズ医療脱毛,0,"11,831,496",0,"5,915,748",0,95,2024-10-01,【公式】エミナルクリニックメンズ,https://mens-eminal.jp/lp/index_youtube.php,https://www.youtube.com/watch?v=EJI1PvCNPfE,-,-
https://cdn.kashika-20mile.com/dpro-analytics/youtube/SbHM3HXQDHR.webp,YouTube,TCB東京中央美容外科 美容医療,美容医療,"208,196","11,753,477","52,049","2,938,369",0,157,2025-01-27,TCB_チャンネル12,https://tcb-beauty.net/menu/simitori_01,https://www.youtube.com/watch?v=AaMTWMO3oVA,-,"痛いし高い、それに怖い。それは美容医療の過去のイメージです。 美容医療は日々進歩していますが、知られていないのが残念です。 今はレーザーを使ってシミを取れますし、 注射1本でたるみやシワを目立たなくすることもできるようになっています。 ミドル世代の美に最新のメディカルトリートメント。 試しやすい価格と施術のTCBシミ取り治療。 シミ取り10個まで26,000円。 TCBまずは無料カウンセリング。"
https://cdn.kashika-20mile.com/dpro-analytics/youtube/Drk8oMECBTF.jpg,YouTube,エスティローダー アクアチャージ,スキンケア,0,"11,573,093",0,"2,893,273",0,325,2024-09-27,Estee Lauder JP (エスティ ローダー),https://www.esteelauder.jp/aquacharge,https://www.youtube.com/watch?v=PG_re8B6fRQ,-,内から湧き出すような潤い、それが保湿の新定義 エスティローダーと有神酒造を引き合わせたのは 内なる力を信じるという信念 肌が自ら潤う力を引き出す アクアチャージ エスティローダー
https://cdn.kashika-20mile.com/dpro-analytics/youtube/x2MAjRNe9ch.webp,YouTube,無印良品 発酵導入美容液・発酵導入化粧液(セレクト),スキンケア,1,"11,325,838",1,"2,831,460",0,"3,132",2024-08-07,MUJI 無印良品,https://www.muji.com/jp/ja/special-feature/campaign/naturalmaterials-skincare/,https://www.youtube.com/watch?v=AQZbQAjHFJo,-,自然の力でここまでできる。 米ぬか発酵液を配合した天然由来成分100%のスキンケア。 発酵導入美容液。
https://cdn.kashika-20mile.com/dpro-analytics/youtube/qDcmhCcHmhD.webp,YouTube,池田模範堂 デリケアエムズ,デリケートゾーンケア,"4,079","10,115,131","1,020","2,528,783",0,"17,277",2024-11-07,池田模範堂チャンネル（広告配信用）,https://www.ikedamohando.co.jp/hibicare/pad/,https://www.youtube.com/watch?v=rZmUf_g_Yms,-,お待たせ。あの響き屋に貼って直すパッドが登場。 この逆T字型がすごい。水がしみない。痛くない。 塗って直す。何個も。貼る?塗る?どっちもいいね。 日々我悩みには響き屋シリーズ。
https://cdn.kashika-20mile.com/dpro-analytics/youtube/s6CQsujuAXP.webp,YouTube,湘南美容クリニック 美容医療,美容医療,0,"8,825,959",0,"4,412,980",0,0,2024-12-13,SBC Medical Group,https://www.s-b-c-biyougeka.net/lp/ipl/google_once_trial.html,https://www.youtube.com/watch?v=hPNZmzcdeU8,-,"少男の光治療IPLは化粧品では届かない 肌奥の黒じみ赤みなどの色相を粉砕排出 少男のIPL顔全体5回49,800円 少男美容 まずは無料カウンセリング"
https://cdn.kashika-20mile.com/dpro-analytics/youtube/dcDPBiiWAeT.webp,YouTube,エテルナム リップセラム,美容液,0,"7,985,828",0,"1,996,457",0,149,2024-12-16,Eternam エテルナム,https://ec.eternam.co.jp/lp?u=epfs01oa_lad_yout_01_20,https://www.youtube.com/watch?v=S9FRbQXbguI,-,エテルナム エテルナム 進化する再生医療研究から生まれた 待望のスキンケアライン エテルナム体験 あなたも
https://cdn.kashika-20mile.com/dpro-analytics/youtube/UA2qWZNzZ8h.webp,YouTube,エシエンス ナノシープセラム,美容液,"35,070","7,957,812","280,560","63,662,496",0,5,2024-12-25,Beauty vlog channel,https://esience.shop/esience/ns/lp/01/02_c_bot_500cp_mask.html?advc=ns-ff-40&uqid=51149a1cda5ca3h2&bid=92b6a2f65b78525V&campaine-id=22061529575&adset-id=171317617614&ad-id=726824037965&placement=youtube&cats_report1=30&wbraid=CloKCQiA1Km7BhDUARJJAFnumEVTNKenkxApT-M5qytHRd1cyTgVgYJ-d5qByR-D3OLxMZyVDvNJZtvAF7qnD8veVIZTJRRpclZesahkqTXNXUv442SvZRoCH9o,https://www.youtube.com/watch?v=inztm3ptYhE,-,"40歳超えてもシワひとつない 張りのある肌になりたいなら 韓国の三大美容クリニックが監修した 世界初のこれ使ってください いやもうこれね本当にやばいです 化粧水の前にこれ使うだけで もうねパンッと張りのある肌に 使えば使うほど 目元のシワとかほうれい線が気にならなくなるので これ使ったことないの本当にもったいないです こんにちはモデルのあやかです 今日はですね30歳超えてから 一気に増えてきた 目元のシワやほうれい線が気になる皆さんに びっくりするぐらいにパンって張りを出してくれた すごいスキンケア方法を発見しちゃったので 紹介したいと思います 皆さんどうですか? 顔のシワ私自身 産後から一気にブワッと増えてきて とうとう私もそんな年かって 結構ショックだったんですよね 特に気になるのが 笑った時に出るこの目元のシワと 口元のほうれい線 こういうシワって1センチ増えるごとに 6歳もふけて見えるっていうね データもあるらしいんですよね もう本当にこのままふけていくっていうのが もう嫌すぎて ちょっとお高めのデパコスとか エイジングケア系の化粧品を買い漁って 必死にもいろいろ試してみたんですけど なかなか効果を実感できなくて でね私も色々調べてみたんですよ そしたら結構ショックなことを知っちゃって 実は市販の化粧品って分子が大きすぎて 肌の表面にしか届いてないから ほとんど意味がないらしくて そもそもシワの原因である 肌の奥深いところに届くことって 国が認めてないらしいんですよ これ知ってました? もちろんね高いお金を払えば 美容施術とかね いろんな方法はいくらでもあると思うんですけど そんなお金ないし もう子供いるし絶対無理なんで でまぁ何か良い方法ないかなぁと思って 美容クリニックで働いている友達に聞いてみたんですよ そしたら衝撃の事実があったんです 実はシワの原因って ベビーコラーゲンっていう 肌にパンって腫れを出してくれる コラーゲンが減少していくかららしいんですよね なのでこの減り続けるベビーコラーゲンを どうにかして肌に補ってあげないと 年齢とともにどんどん肌がたるんでいって シワが深くなっていくんですよね 赤ちゃんの肌ってキメ細かくて プルンプルンじゃないですか あれベビーコラーゲンが 肌にまだたっぷりあるからなんです それを知って私もね あるスキンケアを使い始めたんですけど 見てください もうね本当にヤバいです ハリヤバくないですか 最近だとママ友とかにも 肌なんかやったって言われることも増えたし これ使っていくうちに もうどんどんシワが改善されていって 目元のシワとかほうれい線がね 自分でも本当に気にならなくなりました でそんな私がね 永久リピしようと思っているスキンケアをね ここで紹介したいと思うんですけど これです ナノ乱角膜炭酸導入美容液レシエンス 美肌大国韓国の3大美容クリニックが監修した 世界初の炭酸導入美容液なんですけど これ国が正式にシワ改善効果を認めた 約5外品で 究極のエイジングケア成分である ベビーコラーゲンを 毎日のスキンケアで補う方法はないか ということで研究開発されたらしいんですよね そこでたどり着いたのが これ卵の内側にある 乱角膜っていう成分なんです これ東京大学でも研究している 栄養と美容成分の方法らしくて なんとベビーコラーゲンを 肌の内側で作ってくれるっていうね 超超超貴重な成分なんです この乱角膜を肌に 一番浸透させる方法は何かと 研究に研究を重ねて開発されたのが このレシエンス 肌の最深部に浸透させるために 毛穴の10分の1のサイズの濃密炭酸の中に ナノ化した乱角膜を 純度90%以上の最高濃度で配合することに成功した 世界初の炭酸導入美容液なんです 実際の実験でも浸透力と 肌の弾力性がアップすることが確認されていて なんとその実力から 医学誌でも掲載されたそうなんです すごくないですか しかもこれだけじゃなくって 大人女子の複雑な肌悩みにアプローチするために 3種類のビタミンC レチノール マイヤシンナミド プラセンタ ヒアルロン酸などのデパコス級の高級美容成分を 水をほとんど使わずに配合することに成功していて なんと98%が美容成分でできてるんです いやなんかもう声聞くだけで すごそうじゃないですか で口でいくら説明しても この感動は伝わらないと思うので 実際に使ってるところをお見せしますね これ朝と夜の洗顔後すぐに塗るんですけど まだ化粧水とかをね 何も塗ってない状態の肌に使うっていうのがポイントです でこれを500円玉ぐらい手に取ってください 炭酸だからパチパチして刺激があるのかなって思ったんですけど 全くそんなことなくって むしろトロットロのテクスチャーで 肌に膜ができる感じなんですよね で肌にこうグッと浸透させる感じで押し込んでいきます でもうはいこれです 塗った直後のこのもちもち感伝わりますかね 肌の内側からグッと持ち上げてくれる感じがして とにかく張りがすごいんで 目元のシワとかほうれい線がね 本当に気にならなくなりました SNS見てもね エシエンス使って感動してる人めちゃくちゃ多かったんだけど 実はこれ販売直後から話題になりすぎて 3秒に1本売れた結果 なんと3日で完売してあったそうなんです 3日ですよ そんなコスメ聞いたことあります? これはね本当に今から絶対流行ると思います ここまで聞いて これだけすごい美容液ってもう絶対高そうって思う人もいるかもしれないし 私も正直最初は まあどうせ1万円ぐらいはまあ平気でするんだろうなって思ってたんですけど このエシエンスのメーカーは通販をメインにしたり テレビCMを出さないことでコストを下げることに成功してて これ1本で値段が5,980円 このクオリティでもう6,000円以下っていうので 私はかなり安いと思います ただですねちょっと待ってください 実はもっとお得にこのエシエンスを買える方法を発見しちゃいまして この動画をここまで見てくれたあなただけに教えたいと思うんですけど この動画下のボタンを押していける公式特別ページからなら なんとこのエシエンスを1,980円でゲットできちゃうんです しかもそれだけじゃなくって 今なら全着200名様限定で なんと25回分の美容液がたっぷり入った ランカフマスの高級美容液マスクもプレゼントでもらえちゃうんです えっやばくないですか もちろん送料も無料で 通販にありがちな何回以上買わないといけないみたいな 回数もお約束もね一切ありません 自分の肌に合わなかったらどうしようっていう人でも このページから買えば永久返金保証もついてます 最後に1点だけ注意なんですけど これ発売直後からめちゃくちゃ話題になって 3日で完売しちゃったので 1,980円で美容液マスクまでもらえる この特別キャンペーンも絶対にすぐ完売しちゃうと思います なので少しでもシワに悩んでるっていう方は この値段で買える 今のうちに申し込んでおくのがおすすめです 大事なのでもう1回 韓国三大美容クリニックが監修 シワ改善効果が国から認められた 世界初のナノランカフマク炭酸導入美容液 エシエンスを最安値の1,980円 送料無料永久返金保証付きで買えるのは この動画から行ける公式特別ページ限定 動画下のボタンを押せば商品ページに飛べて そこでお届け先や支払い情報を入れるだけ 1分で完了 支払いはクレジットカードじゃなくても コンビニや郵便局での後払いでもOK 今この動画から申し込めば 話題のエシエンスの凄さを体感できます 想像してみてください 目元のシワやほうれい線で 鏡を見るたびにテンション最悪 そんな状態からエシエンスを使って パンッと灰のある理想の肌に この動画はもうすぐ終了してしまうので 今すぐ動画下のボタンを押して 最安の1980円 永久返金保証付きで 話題のエシエンスの凄さを体感してみてください"
